EMPRESA_ID,EMPRESA_NOMBRE,EMPRESA_CATEGORIA,EMPRESA_PAIS,EMPRESA_WEB,EMPRESA_EMAIL,PERFIL_ID,USERNAME,PLATAFORMA,FECHA_CREACION_PERFIL,ACTIVO,SEMANA_SNAPSHOT,SEGUIDORES,ALCANCE_SEMANAL,IMPRESIONES_SEMANALES,VISITAS_PERFIL,CREATED_AT,UPDATED_AT
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-09-09,51591,15443,30861,3763,2024-09-09 02:04:42.717,2024-09-16 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-09-16,53737,12665,25541,2814,2024-09-16 01:17:06.553,2024-09-23 06:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-09-23,54372,10593,28488,2061,2024-09-23 04:41:06.051,2024-09-30 06:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-09-30,54421,4496,6176,3358,2024-09-30 05:25:03.768,2024-10-07 01:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-10-07,56846,21567,42299,4212,2024-10-07 00:35:29.443,2024-10-14 05:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-10-14,56989,9832,21642,1028,2024-10-14 01:53:37.676,2024-10-21 05:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-10-21,58969,3490,10024,4013,2024-10-21 01:46:55.543,2024-10-28 03:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-10-28,60988,17080,22635,3773,2024-10-28 05:55:15.925,2024-11-04 01:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-11-04,62016,19962,44348,988,2024-11-04 00:28:13.581,2024-11-11 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-11-11,63526,12385,19667,2913,2024-11-11 02:10:48.283,2024-11-18 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-11-18,65680,4543,7123,5003,2024-11-18 05:21:19.879,2024-11-25 05:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-11-25,67561,20017,42045,4616,2024-11-25 04:54:29.071,2024-12-02 01:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-12-02,69609,13333,31362,2106,2024-12-02 03:22:49.044,2024-12-09 02:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-12-09,69742,9426,21302,3255,2024-12-09 02:40:46.932,2024-12-16 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-12-09,69742,9426,21302,3255,2024-12-09 02:40:46.932,2024-12-16 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-12-16,71530,8430,21894,2473,2024-12-16 06:23:02.492,2024-12-23 04:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,YouTube,2023-07-04,false,2024-12-23,73914,5645,16440,3988,2024-12-23 03:20:17.009,2024-12-30 06:00:00.000
E0001,Antón y Andrés S.A.,Fintech,España,https://www.banca.com,info@banca.com,P00001,@ayusomiriam,you tube,2023-07-04,false,2024-12-30,74937,26414,61517,1541,2024-12-30 00:50:40.399,
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-01,148856,10406,28065,2288,2024-07-01 06:01:35.539,2024-07-08 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-08,150398,55371,123420,3485,2024-07-08 04:07:22.966,2024-07-15 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-15,150443,34089,51495,4113,2024-07-15 03:03:31.131,2024-07-22 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-15,150443,34089,51495,4113,2024-07-15 03:03:31.131,2024-07-22 03:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-22,151528,43581,56405,8207,2024-07-22 02:19:55.531,2024-07-29 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-07-29,153696,54661,98392,7806,2024-07-29 01:11:33.218,2024-08-05 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-08-05,154664,37988,89586,5102,2024-08-05 01:27:28.366,2024-08-12 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-08-12,156446,27634,51196,3538,2024-08-12 02:13:01.307,2024-08-19 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-08-19,156560,35647,77410,9660,2024-08-19 03:48:36.312,2024-08-26 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-08-26,158818,52912,79260,6453,2024-08-26 03:07:48.870,2024-09-02 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-09-02,159497,25250,67051,6831,2024-09-02 05:22:20.606,2024-09-09 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-09-09,160911,62464,166804,10634,2024-09-09 01:04:34.419,2024-09-16 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-09-16,161121,24131,62103,4687,2024-09-16 05:34:36.228,2024-09-23 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-09-23,162520,11155,23465,4307,2024-09-23 06:20:08.938,2024-09-30 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-09-30,162783,10321,29428,7011,2024-09-30 05:43:58.284,2024-10-07 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-10-07,163095,39482,99061,7656,2024-10-07 00:57:01.515,2024-10-14 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,IG,2022-07-30,true,2024-10-14,163249,55968,117515,7758,2024-10-14 04:21:25.894,2024-10-21 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram ,2022-07-30,true,2024-10-21,165670,47029,100748,5838,2024-10-21 06:15:19.569,2024-10-28 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-10-28,166899,23161,28470,10881,2024-10-28 02:47:22.345,2024-11-04 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-11-04,168835,28447,67050,11502,2024-11-04 05:04:21.243,2024-11-11 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-11-11,169360,11064,17249,2190,2024-11-11 06:06:25.271,2024-11-18 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-11-18,170522,59980,77137,9532,2024-11-18 02:25:31.150,2024-11-25 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-11-25,170987,38244,80141,12773,2024-11-25 03:54:12.422,2024-12-02 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-12-02,172002,14776,26452,5279,2024-12-02 03:22:52.307,2024-12-09 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-12-09,173483,25344,75120,13246,2024-12-09 01:04:37.683,2024-12-16 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,instagram,2022-07-30,true,2024-12-16,175671,50475,100380,3308,2024-12-16 02:03:01.376,2024-12-23 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,instagram,2022-07-30,true,2024-12-23,176894,36330,48623,3473,2024-12-23 02:30:39.043,2024-12-30 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00002,@miriamfuertes,Instagram,2022-07-30,true,2024-12-30,178894,16318,42344,10605,2024-12-30 01:53:20.766,
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-07-01,73892,29485,78398,5743,2024-07-01 06:34:34.165,2024-07-08 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-07-08,76204,8453,15643,1958,2024-07-08 06:41:22.775,2024-07-15 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-07-15,78163,7458,20820,1141,2024-07-15 03:05:38.200,2024-07-22 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-07-22,79161,21754,43724,4560,2024-07-22 02:55:49.498,2024-07-29 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-07-29,79087,26967,57509,2474,2024-07-29 01:53:27.458,2024-08-05 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-08-05,81388,31311,53041,4374,2024-08-05 03:46:42.387,2024-08-12 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-08-12,83566,14053,40234,1076,2024-08-12 05:15:45.202,2024-08-19 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-08-19,85883,5204,14572,4138,2024-08-19 04:08:54.610,2024-08-26 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-08-26,86230,17579,36417,2093,2024-08-26 03:56:50.403,2024-09-02 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-09-02,88039,21708,38518,3755,2024-09-02 01:50:55.021,2024-09-09 03:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-09-09,88393,29586,85229,5345,2024-09-09 01:17:44.488,2024-09-16 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-09-16,89703,20354,59841,2247,2024-09-16 02:10:01.446,2024-09-23 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-09-23,89843,18042,50308,5473,2024-09-23 04:56:34.724,2024-09-30 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-09-30,91608,19020,41648,6208,2024-09-30 04:20:25.110,2024-10-07 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-10-07,91898,10997,23274,4135,2024-10-07 00:24:23.661,2024-10-14 03:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-10-14,94109,15197,28985,5002,2024-10-14 05:38:21.986,2024-10-21 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,Youtube,2025-03-08,true,2024-10-21,93877,16796,40526,7378,2024-10-21 04:17:08.478,2024-10-28 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-10-28,95946,24194,60449,4878,2024-10-28 01:38:29.809,2024-11-04 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-11-04,96096,11221,22373,3777,2024-11-04 02:40:41.714,2024-11-11 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-11-11,96361,22311,49298,7696,2024-11-11 03:14:26.772,2024-11-18 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-11-18,98849,27199,66582,5209,2024-11-18 01:23:45.583,2024-11-25 02:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-11-25,100551,16185,29583,7577,2024-11-25 05:02:28.795,2024-12-02 01:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-12-02,100850,15294,26271,6049,2024-12-02 02:30:47.463,2024-12-09 06:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,Youtube,2025-03-08,true,2024-12-09,101662,9967,23006,5192,2024-12-09 02:06:48.305,2024-12-16 03:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-12-16,104152,33304,40275,5053,2024-12-16 05:58:29.005,2024-12-23 05:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-12-23,106497,7530,19455,5927,2024-12-23 02:07:10.906,2024-12-30 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,,P00003,@deliagarzon,YouTube,2025-03-08,true,2024-12-23,106497,7530,19455,5927,2024-12-23 02:07:10.906,2024-12-30 04:00:00.000
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,you tube,2025-03-08,true,2024-12-30,106345,42432,81239,4751,2024-12-30 06:33:56.693,
E0002,Supermercados Integrales S.L.L.,Alimentación,México,https://www.banca.es,info@banca.es,P00003,@deliagarzon,you tube,2025-03-08,true,2024-12-30,106345,42432,81239,4751,2024-12-30 06:33:56.693,
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-07-01,217488,32535,96966,10446,2024-07-01 03:53:11.012,2024-07-08 03:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-07-08,219067,60659,151251,2406,2024-07-08 02:18:46.008,2024-07-15 01:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-07-15,220877,36394,69931,3683,2024-07-15 06:21:34.587,2024-07-22 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-07-22,221813,56309,125635,6279,2024-07-22 02:23:22.836,2024-07-29 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-07-29,222786,64964,152644,16897,2024-07-29 02:25:20.754,2024-08-05 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-08-05,224735,83034,212835,14863,2024-08-05 05:42:10.018,2024-08-12 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-08-12,225916,17471,38707,3235,2024-08-12 03:46:58.647,2024-08-19 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-08-19,226457,68145,141734,16513,2024-08-19 02:43:39.376,2024-08-26 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-08-26,227419,68941,131863,15271,2024-08-26 05:02:36.598,2024-09-02 03:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-09-02,229052,13996,27095,14619,2024-09-02 05:33:25.177,2024-09-09 06:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-09-09,230298,41793,101511,12971,2024-09-09 03:52:42.396,2024-09-16 04:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-09-16,230910,79014,202364,18125,2024-09-16 03:29:06.476,2024-09-23 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,tiktok,2025-02-04,true,2024-09-23,231382,87484,219151,4141,2024-09-23 05:16:08.840,2024-09-30 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-09-30,232910,60376,148882,3122,2024-09-30 04:50:19.706,2024-10-07 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-10-07,233794,30850,87907,11766,2024-10-07 04:13:28.241,2024-10-14 03:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,Tik Tok,2025-02-04,true,2024-10-14,234724,34341,75622,12068,2024-10-14 04:35:00.553,2024-10-21 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-10-21,236572,38219,74503,4836,2024-10-21 03:00:02.173,2024-10-28 06:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-10-28,236508,58378,171748,11591,2024-10-28 01:02:36.122,2024-11-04 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-11-04,236988,16124,30295,12405,2024-11-04 00:18:31.883,2024-11-11 06:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-11-11,238051,37163,105401,5909,2024-11-11 01:52:09.334,2024-11-18 02:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-11-18,239375,88639,194451,15388,2024-11-18 02:48:31.415,2024-11-25 03:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TIKTOK,2025-02-04,true,2024-11-25,240998,76292,135526,5836,2024-11-25 01:55:20.948,2024-12-02 04:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-12-02,242408,37165,57722,6327,2024-12-02 03:39:37.337,2024-12-09 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-12-09,244736,75588,153405,15000,2024-12-09 02:15:02.458,2024-12-16 05:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TIKTOK,2025-02-04,true,2024-12-16,244740,93200,223939,15541,2024-12-16 03:18:10.280,2024-12-23 03:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-12-23,247052,70005,161692,10826,2024-12-23 02:56:01.062,2024-12-30 01:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00004,@nandocoloma,TikTok,2025-02-04,true,2024-12-30,246822,55726,136871,9907,2024-12-30 05:48:52.381,
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00005,@lluchrosa-maria,Instagram,2025-10-12,true,2024-07-01,230145,33040,63252,8311,2024-07-01 02:59:30.299,2024-07-08 01:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,,info@grupo.com,P00005,@lluchrosa-maria,Instagram,2025-10-12,true,2024-07-08,232506,73438,100485,8497,2024-07-08 03:22:16.997,2024-07-15 01:00:00.000
E0003,Manufacturas Españolas S.A.,Educación,México,https://www.grupo.com,info@grupo.com,P00005,@lluchrosa-maria,Instagram,2025-10-12,true,2024-07-15,234523,91948,271514,17034,2024-07-15 05:44:27.061,2024-07-22 05:00:00.000
